"tconst","primaryTitle","startYear","endYear","rank","averageRating","numVotes","directors","writers","genres","IMDbLink","Title_IMDb_Link"
"tt0303461","Firefly",2002,2003,37,8.9,290094,"Joss Whedon, Vern Gillum, Tim Minear, James A. Contner, Vondie Curtis-Hall, Marita Grabiak, Michael Grossman, Allan Kroeker, David Solomon, Thomas J. Wright","Joss Whedon, Cheryl Cain, Jose Molina, Tim Minear, Ben Edlund, Jane Espenson, Drew Z. Greenberg, Brett Matthews","Adventure, Drama, Sci-Fi","<a href=""https://www.imdb.com/title/tt0303461"" target=""_blank"">tt0303461</a>","<a href=""https://www.imdb.com/title/tt0303461"" target=""_blank"">Firefly</a>"
"tt1865718","Gravity Falls",2012,2016,38,8.9,154781,"Joe Pitt, John Aoshima, Matt Braly, Aaron Springer, Stephen Sandoval, Sunil Hall, Rob Renzetti","Alex Hirsch, Mark Rizzo, Matt Chapman, Jeff Rowe, Josh Weinstein, Timothy McKeon, Zach Paez, Michael Rianda, Shion Takeuchi, Aury Wallington, Nancy Cohen, M.A. Larson, Tommy Reahard, David Slack","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt1865718"" target=""_blank"">tt1865718</a>","<a href=""https://www.imdb.com/title/tt1865718"" target=""_blank"">Gravity Falls</a>"
"tt0213338","Cowboy Bebop",1998,1999,39,8.9,152621,"Shin'ichirô Watanabe, Yoshiyuki Takei, Ikurô Satô, Kunihiro Mori, Hirokazu Yamada, Tetsuya Watanabe","Akihiko Inari, Shôji Kawamori, Sadayuki Murai, Keiko Nobumoto, Dai Satô, Shin'ichirô Watanabe, Ryôta Yamaguchi, Michiko Yokote, Aya Yoshinaga","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0213338"" target=""_blank"">tt0213338</a>","<a href=""https://www.imdb.com/title/tt0213338"" target=""_blank"">Cowboy Bebop</a>"
"tt0052520","The Twilight Zone",1959,1964,40,9,100070,"John Brahm, Douglas Heyes, Buzz Kulik, Lamont Johnson, Richard L. Bare, James Sheldon, Richard Donner, Don Medford, Montgomery Pittman, Jack Smight, Alvin Ganzer, Ted Post, William F. Claxton, Elliot Silverstein, Abner Biberman, Joseph M. Newman, Alan Crosland Jr., Robert Florey, Mitchell Leisen, Robert Parrish, Ron Winston, Stuart Rosenberg, David Orrick McDearmon, Justus Addiss, Perry Lafferty, Robert Stevens, John Rich, Anton Leader, Boris Sagal, Christian Nyby, Don Siegel, Robert Butler, Allen Reisner, William Asher, Ralph Nelson, Norman Z. McLeod, David Greene, Robert Ellis Miller, Allen H. Miner, Harold D. Schuster, Paul Stewart, David Butler, Bernard Girard, Robert Gist, Walter Grauman, Roger Kay, David Lowell Rich, Richard C. Sarafian, Ralph Senensky, Don Weis, Robert Enrico, Ida Lupino, Jacques Tourneur","Rod Serling, Charles Beaumont, Richard Matheson, Earl Hamner Jr., George Clayton Johnson, Montgomery Pittman, Richard P. McDonagh, Oceo Ritch, Frederick Louis Fox, Henry Slesar, Martin Goldsmith, Henry Kuttner, C.L. Moore, Lynn Venable, Madelon Champion, John Collier, Paul W. Fairman, Lucille Fletcher, E. Jack Neuman, Robert Presnell Jr., Jerome Bixby, Bennett Cerf, Bill Idelson, Marvin Petal, Sam Rolfe, Manly Wade Wellman, Ray Bradbury, Price Day, Damon Knight, Lee Polk, Richard De Roy, John Furia, Lou Holtz, Malcolm Jameson, Reginald Rose, Michael D. Rosenthal, Ambrose Bierce, Robert Enrico, Mike Korologos, Jerry McNeely, Bernard C. Schoenfeld, Adele T. Strassfield, John Tomerlin, Anthony Wilson, Jerry Sohl","Drama, Fantasy, Horror","<a href=""https://www.imdb.com/title/tt0052520"" target=""_blank"">tt0052520</a>","<a href=""https://www.imdb.com/title/tt0052520"" target=""_blank"">The Twilight Zone</a>"
"tt9432978","Kota Factory",2019,2021,41,9,87527,"Raghav Subbu, Pratish Mehta","Saurabh Khanna, Arunabh Kumar, Puneet Batra, Abhishek Yadav, Raghav Subbu, Manish Chandwani, Pravin Yadav, Sandeep Jain, Manoj Kalwani, Nikita Lalwani","Comedy, Drama","<a href=""https://www.imdb.com/title/tt9432978"" target=""_blank"">tt9432978</a>","<a href=""https://www.imdb.com/title/tt9432978"" target=""_blank"">Kota Factory</a>"
"tt10541088","Clarkson's Farm",2021,NA,42,9,71007,"Kit Lynch Robinson, Gavin Whitehead, Will Yapp","Jeremy Clarkson","Comedy, Documentary, Reality-TV","<a href=""https://www.imdb.com/title/tt10541088"" target=""_blank"">tt10541088</a>","<a href=""https://www.imdb.com/title/tt10541088"" target=""_blank"">Clarkson's Farm</a>"
"tt5622316","The Chosen",2017,NA,43,9.1,56309,"Dallas Jenkins","Dallas Jenkins, Ryan Swanson, Tyler Thompson, James Dalessandro","Drama, History","<a href=""https://www.imdb.com/title/tt5622316"" target=""_blank"">tt5622316</a>","<a href=""https://www.imdb.com/title/tt5622316"" target=""_blank"">The Chosen</a>"
"tt1533395","Life",2009,2009,44,9.1,45535,"Martha Holmes","Sara Edelson, Paul Spillenger","Documentary","<a href=""https://www.imdb.com/title/tt1533395"" target=""_blank"">tt1533395</a>","<a href=""https://www.imdb.com/title/tt1533395"" target=""_blank"">Life</a>"
"tt2442560","Peaky Blinders",2013,2022,45,8.7,706060,"Anthony Byrne, Colm McCarthy, Tim Mielants, David Caffrey, Otto Bathurst, Tom Harper","Steven Knight, Toby Finlay, Stephen Russell","Crime, Drama","<a href=""https://www.imdb.com/title/tt2442560"" target=""_blank"">tt2442560</a>","<a href=""https://www.imdb.com/title/tt2442560"" target=""_blank"">Peaky Blinders</a>"
"tt2085059","Black Mirror",2011,NA,46,8.7,678309,"Toby Haynes, Owen Harris, Carl Tibbetts, James Hawes, David Slade, Ally Pankiw, Otto Bathurst, Euros Lyn, Brian Welsh, Bryn Higgins, Dan Trachtenberg, Jakob Verbruggen, James Watkins, Joe Wright, Jodie Foster, John Hillcoat, Colm McCarthy, Timothy Van Patten, Anne Sewitsky, Uta Briesewitz, John Crowley, Sam Miller, Christopher Barrett, Luke Taylor, Haolu Wang","Charlie Brooker, William Bridges, Bisha K. Ali, Jesse Armstrong, Konnie Huq, Christopher Morris, Rashida Jones, Michael Schur, Penn Jillette, Bekka Bowling, Ella Road","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt2085059"" target=""_blank"">tt2085059</a>","<a href=""https://www.imdb.com/title/tt2085059"" target=""_blank"">Black Mirror</a>"
"tt3581920","The Last of Us",2023,NA,47,8.7,623010,"Neil Druckmann, Peter Hoar, Craig Mazin, Ali Abbasi, Jeremy Webb, Liza Johnson, Jasmila Zbanic, Kate Herron, Nina Lopez-Corrado, Mark Mylod, Stephen Williams","Craig Mazin, Neil Druckmann, Halley Wegryn Gross","Action, Adventure, Drama","<a href=""https://www.imdb.com/title/tt3581920"" target=""_blank"">tt3581920</a>","<a href=""https://www.imdb.com/title/tt3581920"" target=""_blank"">The Last of Us</a>"
"tt0412142","House",2004,2012,48,8.7,554250,"Greg Yaitanes, Deran Sarafian, David Straiton, Daniel Attias, Daniel Sackheim, Miguel Sapochnik, David Platt, Matt Shakman, Juan José Campanella, Katie Jacobs, Andrew Bernstein, Sanford Bookstaver, Peter O'Fallon, Fred Gerber, David Semel, Lesli Linka Glatter, Newton Thomas Sigel, Bryan Spicer, Bryan Singer, Frederick King Keller, David Shore, James Hayman, Martha Mitchell, Hugh Laurie, Tucker Gates, Tim Southam, Peter Medak, Paris Barclay, Guy Ferland, Keith Gordon, Tim Hunter, Bill Johnson, Nelson McCormick, Gloria Muzio, Randy Zisk, Jace Alexander, Félix Enríquez Alcalá, Laura Innes, John F. Showalter, Tony To, Elodie Keene, Paul McCrane, Matthew Penn, Nick Gomez, S.J. Clarkson, Kate Woods, Colin Bucksey, Julian Higgins, Stefan Schwartz, Peter Weller","David Shore, Sara Hess, David Foster, David Hoselton, Pam Davis, Peter Blake, Lawrence Kaplow, Thomas L. Moran, Russel Friend, Garrett Lerner, Liz Friedman, Doris Egan, Eli Attie, John C. Kelley, Leonard Dick, John Mankiewicz, Matt Witten, Matthew V. Lewis, Seth Hoffman, Kath Lingenfelter, Sara B. Cooper, Dustin Paddock, Marqui Jackson, Michael R. Perry, Joel Anderson Thompson, Charles M. Duncan, Sean Whitesell, Carol Green, Jamie Conway, Danny Weiss","Drama, Mystery","<a href=""https://www.imdb.com/title/tt0412142"" target=""_blank"">tt0412142</a>","<a href=""https://www.imdb.com/title/tt0412142"" target=""_blank"">House</a>"
"tt2707408","Narcos",2015,2017,49,8.7,498269,"Andrés Baiz, Josef Kubota Wladyka, Fernando Coimbra, Gerardo Naranjo, Guillermo Navarro, José Padilha, Gabriel Ripstein","Carlo Bernard, Chris Brancato, Doug Miro, Andrew Black, Clayton Trussell, Dana Ledoux Miller, Zachary Reiter, Dana Calvo, Nick Schenk, T.J. Brady, Steve Lightfoot, Rasheed Newson, Julie Siege, Jason George, Eric Newman, Allison Abner, Zach Calig, Adam Fierro, Curtis Gwinn, Gideon Yago, Ashley Lyle, David Matthews, Bart Nickerson, Santa Sierra, Paul Eckstein, Samir Mehta","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt2707408"" target=""_blank"">tt2707408</a>","<a href=""https://www.imdb.com/title/tt2707408"" target=""_blank"">Narcos</a>"
"tt5753856","Dark",2017,2020,50,8.7,487491,"Baran bo Odar","Baran bo Odar, Jantje Friese, Marc O. Seng, Martin Behnke, Ronny Schalk, Daphne Ferraro","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt5753856"" target=""_blank"">tt5753856</a>","<a href=""https://www.imdb.com/title/tt5753856"" target=""_blank"">Dark</a>"
"tt0096697","The Simpsons",1989,NA,51,8.7,451695,"Mike B. Anderson, Jim Reardon, Mark Kirkland, Steven Dean Moore, David Silverman, Bob Anderson, Matthew Nastuk, Mike Frank Polcino, Rob Oliver, Chris Clements, Matthew Faughnan, Timothy Bailey, Wesley Archer, Nancy Kruse, Lance Kramer, Chuck Sheetz, Rich Moore, Jeffrey Lynch, Susie Dietter, Pete Michels, Raymond S. Persi, Carlos Baeza, Swinton O. Scott III, Dominic Polcino, Neil Affleck, Michael Marcantel, Lauren MacMullan, Jennifer Moeller, Matthew Schofield, Debbie Bruce Mahan, Ralph Sosa, Gabriel DeFrancesco, Mark Ervin, Jen Kamerman, Milton Gray, Brad Bird, Kent Butterworth, Gregg Vanzo, Alan Smart, David Mirkin, Klay Hall, Shaun Cashman, Guillermo del Toro, Jorge R. Gutiérrez, John Harvatine IV, Eric Koenig","James L. Brooks, Matt Groening, Sam Simon, John Swartzwelder, Matt Warburton, Daniel Chun, Joel H. Cohen, Dan Greaney, Valentina Garza, Cesar Mazariegos, David X. Cohen, Richard Appel, Tim Long, Jennifer Crittenden, Jon Vitti, Jeff Martin, Matt Selman, Dan McGrath, Brent Forrester, Bob Kushell, Andrew Kreisberg, John Frink, Bill Oakley, Josh Weinstein, Ned Goldreyer, Donick Cary, Ron Hauge, Loni Steele Sosthand, Jessica Conrad, Al Jean, Larry Doyle, Carolyn Omine, J. Stewart Burns, Jeff Westbrook, Michael Price, Rob LaZebnik, Bill Canterbury, Ian Maxtone-Graham, Jane O'Brien, Brian Kelley, Don Payne, Bill Odenkirk, Jon Kern, Damilare Sonoiki, Dan Vebber, Mike Scully, George Meyer, Kevin Curran, Marc Wilmore, Stephanie Gillis, Ryan Koh, Mike Reiss, Jay Kogen, Wallace Wolodarsky, David M. Stern, Dan Castellaneta, Deb Lacusta, Billy Kimball, Greg Daniels, Ken Keeler, Dana Gould, Jonathan Collier, Tom Gammill, Max Pross, Reid Harrison, Conan O'Brien, Steve Tompkins, Allen Glazier, Miranda Thompson, Elisabeth Kiernan Averick, Christine Nangle, Frank Mula, Joshua Sternin, Jennifer Ventimilia, Brian Scully, Tom Martin, Julie Thacker-Scully, William Wright, Tom Root, Megan Amram, Broti Gupta, David Isaacs, Ken Levine, Nell Scovell, David Mirkin, Richard Doctorow, Rachel Pulido, Steve O'Donnell, Bob Bendetson, Peter Gaffney, Mitch Glazer, Michael Nobori, Michael Ferris, Pete Holmes, Nick Dahan, Johnny LaZebnik, Mimi Pond, Edgar Allan Poe, Robert Cohen, Howard Gewirtz, Steve Pepoon, Brian K. Roberts, Gary Apple, Michael Carrington, Thomas Chastain, Adam I. Lapidus, David Richardson, Jace Richdale, David Sacks, Spike Feresten, Jack Barth, Steve Young, Bill Freiberger, Josh Lieb, Brian Pollack, Mert Rich, Neal Boushell, Sam O'Neal, Dennis Snee, David Chambers, Julie Chambers, Robin Stein, Patric M. Verrone, Ricky Gervais, Mick Kelly, Evan Goldberg, Brendan Hay, Matt Marshall, Seth Rogen, Chris Cluess, Dick Blasucci, Justin Hurwitz, Steve Viksten, Ben Joseph, David Mandel, Eric Kaplan, Brian McConnachie, Sylvain Chomet, David H. Steinberg, Judd Apatow, Neil Campbell, Eric Horsted, Dave King, Harry Shearer, Peter Tilden, Mike B. Anderson, Simon Rich, Ron Zimmerman, Daniel Furlong, Zach Posner, Renee Ridgeley, Robin Sayers, David Silverman, Vince Waldron, Jane Becker, Nancy Cartwright, Max Cohn, Jenna Martin, David Cryan, Julia Prescott, Danielle Weisberg, Juliet Kaufman, Samantha Martin, John Harvatine IV, Jorge R. Gutiérrez","Animation, Comedy","<a href=""https://www.imdb.com/title/tt0096697"" target=""_blank"">tt0096697</a>","<a href=""https://www.imdb.com/title/tt0096697"" target=""_blank"">The Simpsons</a>"
"tt0121955","South Park",1997,NA,52,8.7,420867,"Trey Parker, Eric Stough, Matt Stone, Adrien Beard, Toni Wurts","Trey Parker, Matt Stone, Brian Graden, David R. Goodman, Nancy M. Pimental, Kyle McCulloch, Erica Rivinoja, Bill Hader, Tim Talbott, Kenny Hotz, Glasgow Phillips, Dan Sterling, Philip Stark, Karey Dornetto, Andrew Borakove, Michael Anthony Snowden, Dave Polsky, Pam Brady, Trisha Nixon, Daisy Gardner, Carol Watson, Kyle McCullough, Susan Hurwitz Arneson, Kristen Schaal, Mike Rotman, Charles Dickens, Dan Gurewitch","Animation, Comedy","<a href=""https://www.imdb.com/title/tt0121955"" target=""_blank"">tt0121955</a>","<a href=""https://www.imdb.com/title/tt0121955"" target=""_blank"">South Park</a>"
"tt0367279","Arrested Development",2003,2019,53,8.7,333923,"Troy Miller, Mitchell Hurwitz, Joe Russo, Paul Feig, Anthony Russo, Lee Shallat Chemel, Jay Chandrasekhar, Greg Mottola, John Fortenberry, Peter Lauer, Robert Berlinger, Lev L. Spiro, Jason Bateman, Patty Jenkins, Jeff Melman, John Amodeo, Andrew Fleming, Danny Leiner, Chuck Martin, Arlene Sanford, Rebecca Asher","Mitchell Hurwitz, James Vallely, Abraham Higginbotham, Jim Brandon, Paul Rust, Brian C. Singleton, Richard Rosenstock, Karey Dornetto, Hallie Cantor, Dean Lorey, Maggie Rowe, Joey Slamon, Barbie Adler, Chuck Martin, Brad Copeland, John Levenstein, Richard Day, Chris Marrs, Chuck Tatham, Caroline Williams, Courtney Lilly, Ron Weiner, Evan Mann, Gareth Reynolds, Matt Kirshen, Jake Farrow, Sam Laybourne, Lisa Parsons, Tom Saunders","Comedy","<a href=""https://www.imdb.com/title/tt0367279"" target=""_blank"">tt0367279</a>","<a href=""https://www.imdb.com/title/tt0367279"" target=""_blank"">Arrested Development</a>"
"tt11280740","Severance",2022,NA,54,8.7,302765,"Ben Stiller, Aoife McArdle, Uta Briesewitz, Samuel Donovan, Jessica Lee Gagné","Dan Erickson, Anna Ouyang Moench, Chris Black, Andrew Colville, Kari Drake, Helen Leigh, Amanda Overton, Adam Countee, Mohamad El Masri, Mark Friedman, K.C. Perry, Megan Ritchie, Erin Wagoner, Wei-Ning Yu","Drama, Mystery, Sci-Fi","<a href=""https://www.imdb.com/title/tt11280740"" target=""_blank"">tt11280740</a>","<a href=""https://www.imdb.com/title/tt11280740"" target=""_blank"">Severance</a>"
"tt0472954","It's Always Sunny in Philadelphia",2005,NA,55,8.8,264889,"Matt Shakman, Fred Savage, Daniel Attias, Todd Biermann, Richie Keen, Randall Einhorn, Heath Cullens, Pete Chatmon, Jerry Levine, Kat Coiro, Megan Ganz, Rob McElhenney, John Fortenberry, Jamie Babbit, Maurice Marable, Glenn Howerton, Josh Drisko, LP, Kimberly McCullough, Tim Roche, Nina Pedrad","Rob McElhenney, Glenn Howerton, Charlie Day, David Hornsby, Dave Chernin, John Chernin, Scott Marder, Rob Rosell, Lee Sung Jin, Patrick Walsh, Andy Jones, Erin Ryan, Adam Weinstock, Katie McElhenney, Luvh Rakhe, Lisa Parsons, Becky Mann, Audra Sielaff, Conor Galvin, Lance Krall, Mehar Sethi, Matteo Borghese, Rob Turbovsky, Maxwell Theodore Vivian, Keyonna Taylor, Megan Ganz, Dannah Feinglass Phirman, Danielle Schneider, Eric Ledgin, Nina Pedrad, Eric Falconer, Chris Romano, Elijah Aron, Adam Stein, Jordan Young, Charlie Hornsby, David Benioff, D.B. Weiss, Hunter Covington, Jon Silberman, Josh Silberman, John Harris, Kristin Belka Maier, Davis Kop, Ross Maloney, Kristi Korzec, Chadd Gindin","Comedy","<a href=""https://www.imdb.com/title/tt0472954"" target=""_blank"">tt0472954</a>","<a href=""https://www.imdb.com/title/tt0472954"" target=""_blank"">It's Always Sunny in Philadelphia</a>"
"tt3398228","BoJack Horseman",2014,2020,56,8.8,208408,"Amy Winfrey, JC Gonzalez, Aaron Long, Adam Parton, Anne Walker Farrell, Martin Cendreda, Joel Moser, Peter Merryman, Mike Hollingsworth, Matt Mariska, Mike Roberts, Mollie Helms, James Bowman, Matt Garofalo, Otto Murga, Tim Rauch","Raphael Bob-Waksberg, Alison Tafel, Elijah Aron, Peter A. Knight, Joe Lawson, Joanna Calo, Jordan Young, Kate Purdy, Kelly Galuska, Nick Adams, Mehar Sethi, Vera Santamaria, Scott Chernoff, Alison Flierl, Rachel Kaplan, Shauna McGarry, Laura Gutin, Scott Marder, Caroline Williams, Minhal Baig, Amy Schwartz, Jonny Sun","Animation, Comedy, Drama","<a href=""https://www.imdb.com/title/tt3398228"" target=""_blank"">tt3398228</a>","<a href=""https://www.imdb.com/title/tt3398228"" target=""_blank"">BoJack Horseman</a>"
"tt0214341","Dragon Ball Z",1996,2003,57,8.8,161266,"Daisuke Nishio","Akira Toriyama, Neil Bligh, Joel Bergen, Chris Forbis, Takao Koyama, Steven J. Simmons, Masashi Kubota, Andrew Rye, Eric Vale, Jack Phelan","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0214341"" target=""_blank"">tt0214341</a>","<a href=""https://www.imdb.com/title/tt0214341"" target=""_blank"">Dragon Ball Z</a>"
"tt0193676","Freaks and Geeks",1999,2000,58,8.8,159390,"Jake Kasdan, Judd Apatow, Bryan Gordon, Ken Kwapis, Lesli Linka Glatter, Miguel Arteta, Paul Feig, Danny Leiner, Ken Olin","Paul Feig, Judd Apatow, Mike White, Jeff Judah, Bob Nickman, Gabe Sachs, J. Elvis Weinstein, Patty Lin, Steve Bannos, Jonathan Kasdan, Rebecca Kirshner","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0193676"" target=""_blank"">tt0193676</a>","<a href=""https://www.imdb.com/title/tt0193676"" target=""_blank"">Freaks and Geeks</a>"
"tt0264235","Curb Your Enthusiasm",2000,2024,59,8.8,156499,"Jeff Schaffer, Robert B. Weide, Larry Charles, Bryan Gordon, David Steinberg, Alec Berg, David Mandel, Andy Ackerman, Jeff Garlin, Dean Parisot, Keith Truesdell, Tom Kramer, Jessie Nelson, Cheryl Hines, Erin O'Malley","Larry David, Jeff Schaffer, Alec Berg, David Mandel, Justin Hurwitz, Carol Leifer, Jon Hayman, Nathaniel Stein, Steve Leff","Comedy","<a href=""https://www.imdb.com/title/tt0264235"" target=""_blank"">tt0264235</a>","<a href=""https://www.imdb.com/title/tt0264235"" target=""_blank"">Curb Your Enthusiasm</a>"
"tt7137906","When They See Us",2019,2019,60,8.8,147318,"Ava DuVernay","Ava DuVernay, Julian Breece, Robin Swicord, Attica Locke, Michael Starrbury","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt7137906"" target=""_blank"">tt7137906</a>","<a href=""https://www.imdb.com/title/tt7137906"" target=""_blank"">When They See Us</a>"
"tt14650074","Dhindora",2021,NA,61,8.8,123710,"Himank Gaur","Bhuvan Bam, Abbas Dalal, Hussain Dalal","Comedy, Drama","<a href=""https://www.imdb.com/title/tt14650074"" target=""_blank"">tt14650074</a>","<a href=""https://www.imdb.com/title/tt14650074"" target=""_blank"">Dhindora</a>"
"tt0072500","Fawlty Towers",1975,1979,62,8.8,104790,"Bob Spiers, John Howard Davies","Connie Booth, John Cleese","Comedy","<a href=""https://www.imdb.com/title/tt0072500"" target=""_blank"">tt0072500</a>","<a href=""https://www.imdb.com/title/tt0072500"" target=""_blank"">Fawlty Towers</a>"
"tt3530232","Last Week Tonight with John Oliver",2014,NA,63,8.8,99703,"Paul Pennolino, Christopher Werner, Jim Hoskinson, Joe Perota, Bruce Leddy, Frank Prinzi, Danny Jelinek, Elliot Mendelson, Whit Conway, Eric Appel, Laura Murphy, Maurice Marable","Johnathan Appel, Kevin Avery, Ali Barthwell, Tim Carvell, Josh Gondelman, Dan Gurewitch, Geoff Haggerty, Liz Hynes, Greg Iwinski, Ryan Ken, Mark Kramer, Sofía Manfredi, Jeff Maurer, Daniel O'Brien, John Oliver, Brian Parise, Owen Parsons, Taylor Kay Phillips, Charlie Redd, Joanna Rothkopf, Chrissy Shackelford, Scott Sherman, Ben Silva, Will Tracy, Jill Twiss, Seena Vali, Juli Weiner","Comedy, News, Talk-Show","<a href=""https://www.imdb.com/title/tt3530232"" target=""_blank"">tt3530232</a>","<a href=""https://www.imdb.com/title/tt3530232"" target=""_blank"">Last Week Tonight with John Oliver</a>"
"tt0112130","Pride and Prejudice",1995,1995,64,8.8,97729,"Simon Langton","Jane Austen, Andrew Davies","Drama, Romance","<a href=""https://www.imdb.com/title/tt0112130"" target=""_blank"">tt0112130</a>","<a href=""https://www.imdb.com/title/tt0112130"" target=""_blank"">Pride and Prejudice</a>"
"tt10233448","Vinland Saga",2019,2023,65,8.8,97603,"Shûhei Yabuta, Kazuya Murata, Yoji Sato, Michiru Itabisashi, Yôsuke Yamamoto, Tadahito Matsubayashi, Iho Ishikawa, Kento Matsui, Tomoko Hiramuki, Shingo Uchida, Yûsuke Sunouchi, Kôki Aoshima, Shûjirô Ami, Takashi Andô, Yasuo Ejima, Atsushi Kobayashi, Tomoaki Koshida, Daisuke Kurose, Aiko Sakuraba, Shigatsu Yoshikawa, Nobuyoshi Arai, Shige Fukase, Tokio Igarashi, Takafumi Ishida, Takahiro Kaneko, Tarô Kubo, Hiromi Nishiyama","Makoto Yukimura","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt10233448"" target=""_blank"">tt10233448</a>","<a href=""https://www.imdb.com/title/tt10233448"" target=""_blank"">Vinland Saga</a>"
